name	SRR8146935	SRR8146936	SRR8146938	SRR8146963	SRR8146968	SRR8146973
Lentibacillus sp. CBA3610	0	0	0	0	0	0
Lentibacillus amyloliquefaciens	0	0	0	0	0	0
Priestia megaterium	0	0	1e-5	0	0	0
Priestia koreensis	0	0	0	0	0	0
Priestia filamentosa	0	0	0	0	0	0
Mesobacillus jeotgali	0	0	0	0	0	0
Mesobacillus sp. AQ2	0	0	0	0	0	0
Mesobacillus foraminis	0	0	0	0	0	0
Salisediminibacterium beveridgei	0	0	0	0	0	0
Salisediminibacterium selenitireducens	0	1e-5	0	0	0	0
Cytobacillus firmus	0	0	0	0	0	0
Anoxybacillus flavithermus	0	0	0	0	0	0
Caldibacillus thermoamylovorans	0	0	0	0	0	0
Salicibibacter cibarius	0	0	0	0	0	0
Psychrobacillus glaciei	0	0	0	0	0	0
Sediminibacillus dalangtanensis	0	0	0	0	0	0
Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016	0	0	0	0	0	0
Evansella sp. LMS18	0	0	0	0	0	0
Pontibacillus chungwhensis	0	0	1e-5	0	0	0
Paraliobacillus zengyii	0	0	0	0	0	0
Staphylococcus aureus	2e-5	1e-5	5e-5	5e-5	3e-5	2e-5
Staphylococcus epidermidis	1e-5	0	0	0	0	0
Staphylococcus rostri	0	0	0	0	0	0
Staphylococcus pseudintermedius	0	0	1e-5	1e-5	1e-5	0
Staphylococcus capitis	0	0	0	0	0	0
Staphylococcus schleiferi	0	0	0	0	0	0
Staphylococcus coagulans	0	0	0	0	0	0
Staphylococcus pasteuri	0	0	0	0	0	0
Staphylococcus carnosus	0	0	0	0	0	0
Staphylococcus pettenkoferi	0	0	0	0	0	0
Staphylococcus warneri	0	0	0	0	0	0
Staphylococcus simulans	0	0	0	0	0	0
Macrococcus bovicus	0	0	0	0	0	0
Jeotgalicoccus sp. WY2	0	0	0	0	0	0
Jeotgalicoccus sp. ATCC 8456	0	0	0	0	0	0
Salinicoccus halodurans	0	0	0	0	0	0
Alicyclobacillus acidocaldarius	0	0	1e-5	1e-5	0	1e-5
Alicyclobacillus acidoterrestris	0	0	0	0	0	0
Alicyclobacillus sp. ALC3	0	0	1e-5	0	0	1e-5
Alicyclobacillus sp. SO9	0	0	0	0	0	0
Alicyclobacillus fastidiosus	0	0	0	0	0	0
Alicyclobacillus cycloheptanicus	0	1e-5	1e-5	0	0	0
Effusibacillus dendaii	1e-5	0	0	0	0	0
Tumebacillus avium	1e-5	1e-5	2e-5	0	0	1e-5
Tumebacillus algifaecis	0	0	0	0	0	0
Planococcus sp. N016	0	0	0	0	0	0
Planococcus sp. MB-3u-03	0	0	1e-5	0	0	0
Planococcus sp. 107-1	0	0	0	0	0	0
Planococcus sp. N022	0	0	0	0	0	0
Planococcus glaciei	0	0	0	0	0	0
Planococcus lenghuensis	0	0	0	0	0	0
Planococcus maritimus	0	0	0	0	0	0
Planococcus rifietoensis	0	0	0	0	0	0
Sporosarcina sp. Te-1	0	0	0	0	0	0
Sporosarcina sp. 0.2-SM1T-5	0	0	1e-5	0	1e-5	1e-5
Sporosarcina ureae	0	0	0	0	0	0
Ureibacillus thermophilus	0	0	0	0	0	0
Kurthia sp. YJT4	0	0	0	0	0	0
Jeotgalibacillus malaysiensis	0	0	0	0	0	0
Exiguobacterium mexicanum	1e-5	0	0	0	0	0
Exiguobacterium sp. Helios	0	0	0	0	0	0
Hydrogenibacillus sp. N12	0	0	1e-5	0	0	0
Staphylospora marina	0	0	1e-5	1e-5	0	1e-5
Novibacillus thermophilus	0	0	1e-5	0	0	0
Kroppenstedtia eburnea	0	0	0	0	0	0
Polycladomyces abyssicola	0	0	0	0	0	0
Listeria monocytogenes	5e-5	1e-5	3e-5	0	2e-5	0
Listeria newyorkensis	0	0	0	0	0	0
Gemella sanguinis	0	0	0	0	0	0
Gemella morbillorum	0	0	0	0	0	0
Sporolactobacillus terrae	0	0	0	0	0	0
Streptococcus thermophilus	1.1e-4	0	1e-4	0	0	6e-5
Streptococcus salivarius	9e-5	9e-5	3.6e-4	2e-5	3e-5	3e-5
Streptococcus sp. LPB0220	1e-5	1e-5	0	0	0	0
Streptococcus sp. S5	1e-5	0	0	0	0	0
Streptococcus sp. S1	0	0	0	0	0	0
Streptococcus sp. oral taxon 061	0	0	0	0	0	0
Streptococcus sp. Marseille-Q6470	0	0	0	0	0	0
Streptococcus sp. A12	0	0	2e-5	0	0	0
Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006	0	0	0	0	0	0
Streptococcus sp. oral taxon 431	0	0	0	0	0	0
Streptococcus sp. FDAARGOS_192	0	0	2e-5	0	0	0
Streptococcus parasanguinis	3e-5	2e-5	2e-5	1e-5	0	0
Streptococcus suis	3e-5	1e-5	7e-5	2e-5	1e-5	1.5e-4
Streptococcus pasteurianus	4e-5	0	6e-5	1e-5	0	6e-5
Streptococcus sanguinis	1e-5	0	2e-5	0	0	0
Streptococcus merionis	1e-5	0	1e-5	1e-5	0	0
Streptococcus pantholopis	1e-5	0	2e-5	1e-5	0	0
Streptococcus oralis	1e-5	1e-5	1e-5	0	0	0
Streptococcus mitis	0	0	0	0	0	0
Streptococcus vestibularis	0	0	1e-5	0	0	0
Streptococcus lutetiensis	0	0	0	0	0	0
Streptococcus parasuis	0	0	0	2e-5	0	0
Streptococcus ratti	0	0	0	0	0	0
Streptococcus pneumoniae	1e-5	0	1e-5	0	0	0
Streptococcus canis	0	0	0	0	0	0
Streptococcus toyakuensis	0	0	0	0	0	0
Streptococcus ilei	0	0	1e-5	0	0	0
Streptococcus cristatus	0	0	0	0	0	0
Streptococcus gordonii	0	0	0	0	0	0
Streptococcus periodonticum	0	0	0	0	0	0
Streptococcus equi	0	0	0	0	0	0
Streptococcus anginosus	0	0	1e-5	0	0	0
Streptococcus himalayensis	0	0	0	0	0	0
Streptococcus infantis	0	0	0	0	0	0
Streptococcus equinus	0	0	0	0	0	0
Streptococcus australis	0	0	3e-5	0	0	0
Streptococcus acidominimus	0	0	1e-5	0	0	0
Streptococcus koreensis	0	0	1e-5	0	0	0
Streptococcus pyogenes	0	0	0	0	0	0
Streptococcus mutans	0	0	0	0	0	0
Streptococcus lactarius	0	0	0	0	0	0
Streptococcus sobrinus	0	0	0	0	0	0
Lactococcus cremoris	2e-5	0	3e-5	0	0	1e-5
Lactococcus piscium	0	0	0	0	0	0
Lactococcus lactis	0	1e-5	0	1e-5	0	0
Lactococcus allomyrinae	0	0	0	0	0	0
Lactococcus garvieae	0	1e-5	0	0	0	0
Enterococcus faecalis	1.1e-4	1e-5	4e-5	3e-5	1e-5	2e-5
Enterococcus faecium	7e-5	5e-5	2.9e-4	8e-5	3e-5	5.4e-4
Enterococcus cecorum	1e-5	0	1e-5	0	0	0
Enterococcus casseliflavus	1e-5	0	1e-5	0	0	0
Enterococcus saigonensis	0	0	0	0	0	0
Enterococcus hirae	0	0	0	0	0	0
Enterococcus gilvus	0	0	0	0	0	0
Enterococcus raffinosus	0	0	0	0	0	0
Enterococcus durans	0	0	0	0	0	0
Vagococcus xieshaowenii	0	0	0	0	0	0
Melissococcus plutonius	0	0	0	0	0	0
Lactobacillus delbrueckii	1e-5	0	2e-5	0	0	1e-5
Lactobacillus iners	1e-5	0	0	0	0	0
Lactobacillus amylovorus	0	0	0	0	0	0
Lactobacillus amylolyticus	0	0	0	0	0	0
Lactobacillus crispatus	0	0	0	0	0	0
Lacticaseibacillus paracasei	2e-5	1e-5	4e-5	2e-5	0	1e-5
Lacticaseibacillus manihotivorans	1e-5	0	0	0	0	0
Lacticaseibacillus pantheris	0	0	0	0	0	0
Ligilactobacillus ruminis	2e-5	0	6e-5	0	0	2e-5
Levilactobacillus zymae	1e-5	0	0	0	0	0
Levilactobacillus brevis	0	0	1e-5	0	0	0
Liquorilactobacillus mali	1e-5	0	0	0	0	0
Liquorilactobacillus hordei	0	0	0	0	0	0
Limosilactobacillus mucosae	0	0	5.1e-4	0	6e-5	0
Limosilactobacillus fermentum	0	0	1e-5	0	0	0
Limosilactobacillus reuteri	0	0	0	0	0	0
Limosilactobacillus pontis	0	1e-5	0	0	0	0
Lactiplantibacillus plantarum	0	0	0	0	0	0
Lactiplantibacillus pentosus	0	0	0	0	0	0
Acetilactobacillus jinshanensis	0	0	0	0	0	0
Secundilactobacillus paracollinoides	0	0	0	0	0	1e-5
Companilactobacillus alimentarius	0	0	0	0	0	0
Weissella cibaria	0	0	0	0	0	0
Latilactobacillus graminis	0	0	0	0	0	0
Latilactobacillus sakei	0	0	0	0	0	0
Paucilactobacillus nenjiangensis	0	0	0	0	0	0
Schleiferilactobacillus harbinensis	0	0	0	0	0	1e-5
Oenococcus oeni	0	0	0	0	0	0
Loigolactobacillus coryniformis	0	0	1e-5	0	0	0
Nicoliella spurrieriana	0	0	0	0	0	0
uncultured Trichococcus sp.	0	0	0	0	0	0
Trichococcus shcherbakoviae	0	0	0	0	0	1e-5
Trichococcus flocculiformis	0	0	1e-5	1e-5	0	1e-5
Granulicatella adiacens	0	0	0	0	0	0
Dolosigranulum pigrum	0	0	1e-5	0	0	0
Aerococcus urinae	0	0	0	0	0	0
Aerococcus urinaehominis	0	0	0	0	0	0
Dialister succinatiphilus	1.4e-4	0	1.6e-4	1e-5	1.5e-4	3.7e-4
Dialister pneumosintes	4e-5	0	5e-5	0	5e-5	0
Dialister hominis	1.1e-4	1e-5	5e-5	0	1e-5	3e-5
Dialister massiliensis	7e-5	0	1.5e-4	0	2.1e-4	6e-5
Veillonella parvula	7e-5	0	1.3e-4	0	0	1e-5
Veillonella dispar	5e-5	0	0	0	0	0
Veillonella rogosae	3e-5	0	8e-5	1e-5	0	1e-5
Veillonella atypica	3e-5	0	1e-5	0	0	0
Veillonella nakazawae	4e-5	0	1e-5	0	0	0
Veillonella sp. S12025-13	2e-5	0	0	0	0	0
Veillonella rodentium	0	0	0	0	0	0
Megasphaera elsdenii	5e-5	0	3e-5	1e-5	2e-5	1.8e-4
Megasphaera hexanoica	3e-5	1e-5	1e-5	1e-5	0	7.4e-4
Megasphaera stantonii	2e-5	0	3e-5	1e-5	1e-5	2e-5
Megasphaera massiliensis	1e-5	0	1e-5	6.5e-4	0	1e-5
Selenomonas sputigena	1.3e-4	0	6e-5	4e-5	2e-5	9e-5
Selenomonas ruminantium	1e-4	0	2e-5	2e-5	1e-5	6e-5
Selenomonas sp. oral taxon 126	4e-5	0	3e-5	2e-5	1e-5	4e-5
Selenomonas sp. oral taxon 478	3e-5	0	1e-5	1e-5	1e-5	2e-5
Selenomonas sp. oral taxon 920	2e-5	0	1e-5	1e-5	0	1e-5
Selenomonas sp. oral taxon 136	1e-5	0	1e-5	0	0	1e-5
Selenomonas dianae	3e-5	1e-5	1e-5	1e-5	0	2e-5
Selenomonas timonae	4e-5	2e-5	1e-5	1e-5	0	3e-5
Megamonas hypermegale	1e-5	0	0	0	0	0
Megamonas funiformis	0	1e-5	0	0	0	1.4e-4
Pectinatus frisingensis	0	0	0	0	0	0
Selenobaculum gbiensis	0	0	0	0	0	0
Methylomusa anaerophila	2e-5	0	1e-5	1e-5	1e-5	1e-5
Sporomusa termitida	1e-5	0	1e-5	0	1e-5	1e-5
uncultured Sporomusa sp.	0	0	1e-5	0	0	1e-5
uncultured Anaeromusa sp.	0	0	1e-5	0	0	2e-5
Pelosinus fermentans	0	0	1e-5	0	0	0
Acidaminococcus intestini	1.9e-4	1e-5	0.0037200000000000002	5e-5	0.03635	5e-5
Acidaminococcus fermentans	4e-5	3.2e-4	1e-5	1e-5	1e-5	1e-4
Phascolarctobacterium faecium	3e-5	2e-5	3.9e-4	2e-5	0	0.00281
Phascolarctobacterium sp. Marseille-Q4147	2e-5	0.00293	5e-5	2e-5	1e-5	9e-5
Phascolarctobacterium succinatutens	4e-5	0.06062	2e-5	7e-5	2e-5	3e-5
[Clostridium] innocuum	1.8e-4	5e-5	0.00116	1.6e-4	2e-5	0.00232
Thomasclavelia ramosa	1.5e-4	1e-5	1.5e-4	2e-5	1e-5	4e-5
Thomasclavelia spiroformis	0	1e-5	0	0	0	0
Faecalibacillus intestinalis	7e-5	5.8e-4	8e-5	2.3e-4	2e-5	7e-5
Catenibacterium sp. co_0103	1e-5	0	1e-5	0	0	1e-5
Catenibacterium mitsuokai	1e-5	0	2e-5	0	0	1e-5
Tannockella kyphosi	0	0	0	0	0	0
Longicatena caecimuris	9e-5	1e-5	1.2e-4	1e-5	2e-5	8e-5
Amedibacterium intestinale	3e-5	0	3e-5	1e-5	1e-5	2e-5
Faecalibaculum rodentium	1e-5	0	2e-5	1e-5	0	2e-5
Allobaculum sp. Allo2	1e-5	0	1e-5	0	0	1e-5
Allobaculum mucilyticum	0	2e-5	1e-5	0	0	0
Intestinibaculum porci	0	0	1e-5	0	0	0
Allocoprobacillus halotolerans	0	0	1e-5	0	0	0
Turicibacter bilis	1e-5	0	3e-5	0	0	1e-5
Murdochiella vaginalis	2e-5	0	1.1e-4	1e-5	1e-5	3e-5
Peptoniphilus ivorii	0	0	2e-5	1e-5	0	1e-5
Peptoniphilus equinus	0	0	1e-5	2e-5	0	0
Peptoniphilus harei	0	0	0	0	0	0
Parvimonas micra	0	0	2e-5	0	0	1e-5
Helcococcus kunzii	0	0	1e-5	0	0	0
Anaerococcus sp. Marseille-Q7828	0	0	0	0	0	0
Finegoldia magna	0	0	0	0	0	0
Tissierella sp. Yu-01	0	0	0	0	0	0
Keratinibaculum paraultunense	0	0	0	0	0	0
Acidilutibacter cellobiosedens	0	0	1e-5	0	0	0
Gottschalkia acidurici	0	0	1e-5	0	0	0
Ezakiella massiliensis	0	0	0	0	0	0
Ezakiella coagulans	0	0	0	0	0	0
Sedimentibacter sp. MB35-C1	0	0	2e-5	0	0	0
Candidatus Contubernalis alkalaceticus	0	0	0	0	0	0
Limnochorda pilosa	0	0	1e-5	1e-5	0	1e-5
Ndongobacter massiliensis	0	0	1e-5	0	0	1e-5
Collinsella aerofaciens	0.02822	0.00107	0.00362	0.00725	0.00696	0.00236
Collinsella stercoris	7e-5	6.3e-4	4e-5	4e-5	1.5e-4	5e-5
Collinsella sp. zg1085	0	0	0	0	0	1e-5
Coriobacterium glomerans	1e-5	1e-5	1e-5	2e-5	0	1e-5
Parolsenella massiliensis	5e-5	1e-5	6e-5	3e-5	1e-5	4e-5
Parolsenella catena	4e-5	1e-5	4e-5	3e-5	1e-5	3e-5
Olsenella uli	3e-5	1e-5	5e-5	2e-5	1e-5	2e-5
Olsenella timonensis	2e-5	2e-5	1.1e-4	3.5e-4	2e-5	5e-5
Olsenella sp. oral taxon 807	2e-5	1e-5	2e-5	1e-5	0	2e-5
Parafannyhessea umbonata	4e-5	1e-5	1.1e-4	4e-5	1e-5	4e-5
Thermophilibacter immobilis	2e-5	1e-5	8e-5	8e-5	1e-5	3e-5
Fannyhessea vaginae	1e-5	0	0	0	0	0
Lancefieldella sp. Marseille-Q7238	1e-5	0	2e-5	2e-5	0	1e-5
Lancefieldella parvula	1e-5	0	1e-5	0	0	1e-5
Leptogranulimonas caecicola	1e-5	0	1e-5	1e-5	0	2e-5
Atopobium sp. oral taxon 416	0	0	2e-5	1e-5	0	2e-5
Adlercreutzia equolifaciens	0.00116	0	4e-5	8.3e-4	1e-5	1.1e-4
Adlercreutzia hattorii	0.00117	1e-5	8e-5	1.1e-4	1e-5	2.7e-4
Eggerthella lenta	3.6e-4	3e-5	1.2e-4	1.3e-4	4.9e-4	2.5e-4
Eggerthella sp. YY7918	6e-5	0	3e-5	3e-5	1e-5	1e-5
Eggerthella guodeyinii	3e-5	1e-5	1e-5	2e-5	1e-5	1e-5
Gordonibacter pamelaeae	1.1e-4	1e-5	6e-5	2.5e-4	3e-5	7e-5
Gordonibacter urolithinfaciens	5e-5	2e-5	2e-5	1.5e-4	2.1e-4	1.2e-4
Raoultibacter timonensis	5e-5	0	3e-5	1e-5	1e-5	2e-5
Slackia heliotrinireducens	5e-5	1e-5	3e-5	2e-5	2e-5	5e-5
Berryella intestinalis	4e-5	2e-5	3e-5	4e-5	1e-5	2e-5
Berryella wangjianweii	1e-5	0	1e-5	1e-5	0	1e-5
Denitrobacterium detoxificans	4e-5	0	2e-5	0	0	2e-5
Xiamenia xianingshaonis	4e-5	0	1e-5	1e-5	1e-5	1e-5
Arabiibacter massiliensis	4e-5	1e-5	3e-5	1e-5	1e-5	2e-5
Cryptobacterium curtum	1e-5	0	0	0	0	0
Phoenicibacter congonensis	0	0	0	0	0	0
Bifidobacterium adolescentis	0.00964	2e-5	0.03285	2e-5	0.00187	0.04805
Bifidobacterium longum	0.00626	3.5e-4	0.0078	1.1e-4	0.00105	0.06779
Bifidobacterium catenulatum	9e-5	0	3.2e-4	1e-5	2e-5	4.4e-4
Bifidobacterium pullorum	5e-5	0	1e-5	0	0	8e-5
Bifidobacterium angulatum	5e-5	0	5e-5	0	1e-5	1.7e-4
Bifidobacterium pseudocatenulatum	4e-5	1e-5	1.2e-4	1e-5	3e-5	4.1e-4
Bifidobacterium breve	6e-5	1e-5	1.4e-4	1e-5	1e-5	0.00118
Bifidobacterium sp. ESL0769	1e-5	0	0	0	0	1e-5
Bifidobacterium sp. ESL0728	0	0	0	0	0	0
Bifidobacterium sp. ESL0775	0	0	0	0	0	0
Bifidobacterium sp. ESL0798	0	0	0	0	0	0
Bifidobacterium sp. ESL0732	0	0	0	0	0	1e-5
Bifidobacterium pseudolongum	2e-5	0	1e-5	1e-5	0	2e-5
Bifidobacterium dentium	1e-5	0	5e-5	0	3e-5	8e-5
Bifidobacterium bifidum	3e-5	5.2e-4	0.01211	8e-5	0.00215	3.2e-4
Bifidobacterium thermophilum	1e-5	0	2e-5	1e-5	1e-5	2e-5
Bifidobacterium animalis	4e-5	0	4.5e-4	1.1e-4	1.1e-4	1.4e-4
Bifidobacterium asteroides	1e-5	0	1e-5	0	0	1e-5
Bifidobacterium scardovii	0	0	1e-5	0	0	3e-5
Bifidobacterium eulemuris	0	0	0	0	0	0
Bifidobacterium choerinum	0	0	1e-5	0	0	1e-5
Bifidobacterium actinocoloniiforme	0	0	0	0	0	1e-5
Bifidobacterium lemurum	0	0	1e-5	0	0	1e-5
Bifidobacterium imperatoris	0	1e-5	1e-5	0	0	0
Bifidobacterium saguini	0	0	2e-5	0	0	2e-5
Bifidobacterium subtile	0	0	0	0	0	2e-5
Gardnerella vaginalis	0	0	0	0	0	0
Gardnerella leopoldii	0	0	0	0	0	0
Parascardovia denticolens	0	0	0	0	0	0
Mycobacterium canettii	4.7e-4	4.5e-4	5.4e-4	9.7e-4	3.1e-4	3.6e-4
Mycobacterium sp. IDR2000157661	0	0	0	0	0	0
Mycobacterium sp. 20KCMC460	0	0	0	0	0	0
Mycobacterium sp. JS623	0	0	0	0	0	0
Mycobacterium sp. ITM-2016-00316	0	0	0	0	0	0
Mycobacterium sp. MS1601	0	0	0	0	0	0
Mycobacterium vicinigordonae	1e-5	0	0	0	0	0
Mycobacterium lentiflavum	0	0	0	0	0	0
Mycobacterium stomatepiae	0	0	0	0	0	0
Mycobacterium parmense	0	0	0	0	0	0
Mycobacterium saskatchewanense	0	0	0	0	0	0
Mycobacterium spongiae	0	0	0	0	0	0
Mycobacterium avium	0	1e-5	0	0	0	1e-5
Mycobacterium gallinarum	0	0	0	0	0	0
Mycobacterium gordonae	0	0	0	1e-5	1e-5	0
Mycobacterium ulcerans	0	0	0	0	0	0
Mycobacterium marinum	0	0	0	0	0	0
Mycobacterium basiliense	0	0	0	0	0	0
Candidatus Mycobacterium wuenschmannii	0	0	0	0	0	0
Mycobacterium cookii	0	0	0	0	0	0
Mycobacterium shinjukuense	0	0	0	0	0	0
Mycobacterium noviomagense	0	0	0	0	0	0
Mycolicibacterium vaccae	8e-5	0	0	0	0	1e-5
Mycolicibacterium frederiksbergense	1e-5	0	1e-5	0	2e-5	1e-5
Mycolicibacterium madagascariense	1e-5	0	0	0	0	0
Mycolicibacterium phlei	1e-5	0	0	0	0	1e-5
Mycolicibacterium psychrotolerans	0	0	0	0	0	0
Mycolicibacterium fortuitum	0	0	0	0	0	0
Mycolicibacterium brumae	0	0	0	0	0	0
Mycolicibacterium litorale	0	0	1e-5	0	0	0
Mycolicibacterium mageritense	0	0	0	0	0	0
Mycolicibacterium moriokaense	0	0	0	0	0	0
Mycolicibacterium sp. TUM20985	0	0	0	0	0	0
Mycolicibacterium sp. MU0050	0	0	0	0	0	0
Mycolicibacterium gilvum	0	0	0	0	0	0
Mycolicibacterium poriferae	0	0	0	0	0	0
Mycolicibacterium sarraceniae	0	0	0	0	0	0
Mycolicibacterium smegmatis	0	0	0	0	0	0
Mycolicibacterium rutilum	0	0	0	0	0	0
Mycolicibacterium doricum	0	0	0	0	0	0
Mycolicibacterium confluentis	0	0	1e-5	0	0	0
Mycolicibacterium aurum	0	0	0	0	0	0
Mycolicibacterium aichiense	0	0	0	0	0	1e-5
Mycolicibacterium nivoides	0	0	0	0	0	0
Mycolicibacter sp. MYC098	0	0	0	0	0	1e-5
Mycolicibacter sp. MYC123	1e-5	0	0	0	0	0
Mycobacteroides abscessus	0	0	1e-5	0	1e-5	1e-5
Mycobacteroides chelonae	0	0	1e-5	0	0	0
Mycolicibacillus parakoreensis	0	0	0	0	0	0
Corynebacterium sphenisci	2e-5	0	3e-5	0	0	0
Corynebacterium variabile	1e-5	0	0	1e-5	0	1e-5
Corynebacterium pseudotuberculosis	1e-5	0	0	0	0	0
Corynebacterium tuberculostearicum	1e-5	0	0	1e-5	0	1e-5
Corynebacterium ureicelerivorans	1e-5	0	0	0	0	0
Corynebacterium sp. SCR221107	0	0	1e-5	0	0	1e-5
Corynebacterium sp. CNCTC7651	4e-5	0	0	0	0	0
Corynebacterium marinum	1e-5	0	0	0	0	0
Corynebacterium atrinae	1e-5	0	0	0	0	0
Corynebacterium urealyticum	1e-5	0	0	0	0	0
Corynebacterium glucuronolyticum	0	0	0	0	0	0
Corynebacterium phocae	0	0	0	0	0	0
Corynebacterium massiliense	0	0	0	0	0	0
Corynebacterium guangdongense	0	0	0	0	0	0
Corynebacterium jeikeium	0	0	0	0	0	0
Corynebacterium hansenii	0	1e-5	0	0	0	0
Corynebacterium atypicum	0	0	0	0	1e-5	0
Corynebacterium pyruviciproducens	0	0	4e-5	3e-5	0	2e-5
Corynebacterium comes	0	0	0	0	0	0
Corynebacterium casei	0	0	0	0	0	0
Corynebacterium riegelii	0	0	0	0	0	0
Corynebacterium poyangense	0	0	0	0	0	0
Corynebacterium jeddahense	0	0	1e-5	0	0	0
Corynebacterium xerosis	0	0	1e-5	0	0	0
Corynebacterium matruchotii	0	0	0	0	0	0
Corynebacterium terpenotabidum	0	0	0	0	0	0
Corynebacterium liangguodongii	0	0	0	0	0	0
Corynebacterium falsenii	0	0	0	0	0	0
Corynebacterium pelargi	0	0	0	0	0	1e-5
Corynebacterium flavescens	0	0	0	0	0	0
Corynebacterium anserum	0	0	0	0	0	0
Corynebacterium kroppenstedtii	0	0	0	0	0	0
Corynebacterium mycetoides	0	0	0	0	0	0
Corynebacterium ciconiae	0	0	1e-5	0	0	1e-5
Corynebacterium zhongnanshanii	0	0	0	0	0	0
Corynebacterium stationis	0	0	1e-5	0	0	0
Corynebacterium humireducens	0	0	0	0	0	0
Corynebacterium glaucum	0	0	0	0	0	0
Corynebacterium suedekumii	0	0	0	0	0	0
Corynebacterium endometrii	0	0	0	0	0	0
Corynebacterium kefirresidentii	0	0	0	0	0	0
Corynebacterium uberis	0	0	0	0	0	0
Corynebacterium macginleyi	0	0	0	0	0	0
Corynebacterium accolens	0	0	1e-5	0	0	1e-5
Corynebacterium faecale	0	0	1e-5	0	0	0
Corynebacterium doosanense	0	0	0	0	0	0
Corynebacterium ihumii	0	0	0	0	1e-5	0
Corynebacterium occultum	0	0	0	0	0	0
Corynebacterium urogenitale	0	0	0	0	0	0
Corynebacterium lactis	0	0	0	0	0	0
Corynebacterium durum	0	0	0	0	0	1e-5
Corynebacterium amycolatum	0	1e-5	0	0	0	1e-5
Corynebacterium coyleae	0	0	0	0	0	0
Corynebacterium uterequi	0	0	0	0	0	0
Corynebacterium simulans	0	0	0	0	0	0
Corynebacterium confusum	0	0	0	0	0	0
Corynebacterium freneyi	0	0	1e-5	0	0	0
Corynebacterium pseudodiphtheriticum	0	0	0	0	0	0
Rhodococcus sp. WMMA185	0	1e-5	0	0	0	0
Rhodococcus sp. W8901	0	0	0	0	0	0
Rhodococcus sp. ABRD24	0	0	1e-5	0	0	0
Rhodococcus sp. WAY2	0	0	0	0	0	0
Rhodococcus sp. USK13	0	0	0	0	0	0
Rhodococcus opacus	1e-5	0	1e-5	1e-5	2e-5	2e-5
Rhodococcus koreensis	1e-5	0	0	0	0	0
Rhodococcus rhodochrous	1e-5	0	0	0	0	0
Rhodococcus fascians	0	0	0	0	0	0
Rhodococcus antarcticus	0	0	0	0	0	0
Nocardia sp. CS682	1e-5	0	0	0	0	0
Nocardia arthritidis	0	0	0	0	0	0
Nocardia asteroides	1e-5	0	1e-5	0	0	1e-5
Nocardia brasiliensis	0	0	1e-5	0	0	0
Nocardia yamanashiensis	0	0	0	0	0	0
Nocardia cyriacigeorgica	0	0	1e-5	0	0	1e-5
Nocardia terpenica	0	0	0	0	0	1e-5
Nocardia huaxiensis	0	0	0	0	0	0
Nocardia mangyaensis	0	0	0	0	0	0
Nocardia farcinica	0	0	0	0	0	0
Nocardia otitidiscaviarum	0	0	0	0	0	0
Nocardia gipuzkoensis	0	0	0	0	0	0
Nocardia nova	0	0	0	0	0	0
Prescottella equi	0	0	0	0	0	0
Gordonia sp. NB41Y	0	0	0	0	0	0
Gordonia sp. X0973	0	0	0	0	0	0
Gordonia sp. KTR9	0	0	0	0	0	0
Gordonia sp. SL306	0	0	0	0	0	0
Gordonia westfalica	1e-5	0	1e-5	0	0	0
Gordonia insulae	0	0	0	0	0	0
Gordonia alkanivorans	1e-5	0	0	1e-5	0	0
Gordonia phthalatica	0	0	0	0	0	0
Gordonia amarae	0	0	0	0	0	0
Gordonia bronchialis	0	0	6e-5	0	0	0
Gordonia polyisoprenivorans	0	0	1e-5	0	0	1e-5
Gordonia rubripertincta	0	1e-5	0	0	0	0
Gordonia jinghuaiqii	0	0	1e-5	0	0	0
Skermania piniformis	0	0	0	0	0	0
Tsukamurella tyrosinosolvens	0	0	0	0	0	0
Tsukamurella pulmonis	0	0	0	0	0	0
Tomitella fengzijianii	0	0	0	0	0	0
Tomitella gaofuii	0	0	0	0	0	1e-5
Segniliparus rotundus	0	0	0	0	0	0
Microbacterium sp. 10M-3C3	2e-5	0	0	0	0	1e-5
Microbacterium sp. KUDC0406	1e-5	0	1e-5	0	0	1e-5
Microbacterium sp. H1-D42	0	0	0	0	0	0
Microbacterium sp. XT11	0	0	0	1e-5	0	0
Microbacterium sp. JZ31	0	0	0	0	0	0
Microbacterium sp. NIBRBAC000506063	0	0	0	0	0	0
Microbacterium sp. zg-B96	0	0	0	0	0	0
Microbacterium sp. TPU 3598	0	0	0	0	0	0
Microbacterium sp. zg-Y1090	0	0	0	0	0	0
Microbacterium sp. M28	0	0	0	0	0	0
Microbacterium galbinum	2e-5	0	0	0	1e-5	1e-5
Microbacterium proteolyticum	1e-5	0	0	0	0	0
Microbacterium oleivorans	1e-5	0	0	0	0	0
Microbacterium terricola	0	0	0	0	0	0
Microbacterium oryzae	0	0	0	0	0	0
Microbacterium protaetiae	0	0	0	1e-5	0	0
Microbacterium invictum	0	0	0	0	0	0
Microbacterium suwonense	0	0	0	0	0	0
Microbacterium pygmaeum	0	0	0	0	0	1e-5
Microbacterium sufflavum	0	0	0	0	0	0
Microbacterium caowuchunii	0	0	1e-5	0	0	0
Microbacterium amylolyticum	0	0	0	0	0	0
Microbacterium cremeum	0	0	0	0	0	0
